events_per_sec,exec_ratio,unique_comms,max_files_per_proc,max_chain_depth,session,label
46.7,0.06852248394004283,9.0,62.0,4.0,baseline_dev_20260801_183119,baseline
27.7,0.05776173285198556,9.0,62.0,4.0,baseline_dev_20260801_183119,baseline
64.0,0.040625,36.0,205.0,5.0,baseline_dev_20260801_183119,baseline
46.5,0.06881720430107527,8.0,62.0,3.0,baseline_dev_20260801_183119,baseline
46.3,0.06911447084233262,10.0,62.0,3.0,baseline_dev_20260801_183119,baseline
46.7,0.06852248394004283,8.0,62.0,4.0,baseline_dev_20260801_183119,baseline
46.5,0.06881720430107527,8.0,62.0,4.0,baseline_dev_20260801_183119,baseline
45.9,0.06971677559912855,10.0,62.0,3.0,baseline_dev_20260801_183119,baseline
49.4,0.06477732793522267,11.0,62.0,4.0,baseline_dev_20260801_183119,baseline
45.6,0.07017543859649122,7.0,62.0,4.0,baseline_dev_20260801_183119,baseline
47.0,0.06808510638297872,11.0,62.0,4.0,baseline_dev_20260801_183119,baseline
46.4,0.06896551724137931,8.0,62.0,4.0,baseline_dev_20260801_183119,baseline
48.2,0.06639004149377593,10.0,62.0,4.0,baseline_dev_20260801_183119,baseline
46.3,0.06911447084233262,10.0,62.0,4.0,baseline_dev_20260801_183119,baseline
27.2,0.058823529411764705,8.0,62.0,4.0,baseline_dev_20260801_183119,baseline
47.1,0.06794055201698514,8.0,62.0,4.0,baseline_dev_20260801_183119,baseline
46.9,0.06823027718550106,11.0,62.0,4.0,baseline_dev_20260801_183119,baseline
46.5,0.06881720430107527,8.0,62.0,4.0,baseline_dev_20260801_183119,baseline
47.8,0.06694560669456066,11.0,62.0,4.0,baseline_dev_20260801_183119,baseline
46.4,0.06896551724137931,8.0,62.0,4.0,baseline_dev_20260801_183119,baseline
47.4,0.06751054852320675,7.0,62.0,4.0,baseline_dev_20260801_183119,baseline
73.1,0.0506155950752394,16.0,133.0,4.0,baseline_dev_20260801_183119,baseline
46.7,0.06852248394004283,12.0,62.0,4.0,baseline_dev_20260801_183119,baseline
46.1,0.06941431670281996,7.0,62.0,3.0,baseline_dev_20260801_183119,baseline
46.6,0.06866952789699571,9.0,62.0,3.0,baseline_dev_20260801_183119,baseline
47.5,0.06736842105263158,9.0,62.0,4.0,baseline_dev_20260801_183119,baseline
7.5,0.0,6.0,48.0,3.0,baseline_dev_20260801_183119,baseline
23.8,0.025210084033613446,11.0,124.0,3.0,baseline_dev_20260801_183119,baseline
21.7,0.0,7.0,156.0,3.0,baseline_idle_20260801_155356,baseline
13.3,0.0,6.0,60.0,3.0,baseline_idle_20260801_155356,baseline
5.8,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.3,0.0,7.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.1,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.8,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.3,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.7,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.2,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.1,0.0,7.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.4,0.0,7.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.5,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.6,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.1,0.0,3.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.3,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.1,0.0,5.0,42.0,3.0,baseline_idle_20260801_155356,baseline
7.1,0.0,4.0,54.0,3.0,baseline_idle_20260801_155356,baseline
4.5,0.0,3.0,42.0,3.0,baseline_idle_20260801_155356,baseline
6.2,0.0,7.0,49.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,5.0,53.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.6,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
4.5,0.0,3.0,42.0,3.0,baseline_idle_20260801_155356,baseline
6.6,0.0,6.0,54.0,3.0,baseline_idle_20260801_155356,baseline
5.4,0.0,5.0,42.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.3,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.1,0.0,3.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
32.6,0.015337423312883436,12.0,133.0,3.0,baseline_idle_20260801_155356,baseline
5.7,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
26.5,0.03018867924528302,18.0,84.0,5.0,baseline_idle_20260801_155356,baseline
8.6,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.7,0.0,8.0,43.0,3.0,baseline_idle_20260801_155356,baseline
6.4,0.0,4.0,53.0,3.0,baseline_idle_20260801_155356,baseline
6.3,0.0,8.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.6,0.0,7.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.2,0.0,6.0,43.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,3.0,49.0,3.0,baseline_idle_20260801_155356,baseline
6.4,0.0,6.0,52.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.3,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.1,0.0,3.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.6,0.0,6.0,44.0,3.0,baseline_idle_20260801_155356,baseline
7.8,0.0,6.0,52.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
4.6,0.0,4.0,42.0,3.0,baseline_idle_20260801_155356,baseline
7.5,0.0,4.0,54.0,3.0,baseline_idle_20260801_155356,baseline
5.5,0.0,4.0,43.0,3.0,baseline_idle_20260801_155356,baseline
6.6,0.0,7.0,53.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.3,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.5,0.0,6.0,43.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,5.0,53.0,3.0,baseline_idle_20260801_155356,baseline
5.8,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.3,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.6,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
7.2,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.3,0.0,7.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.6,0.0,7.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.6,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.1,0.0,3.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.1,0.0,7.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.4,0.0,6.0,42.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,4.0,54.0,3.0,baseline_idle_20260801_155356,baseline
6.1,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,5.0,42.0,3.0,baseline_idle_20260801_155356,baseline
5.1,0.0,3.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.9,0.0,5.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.2,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.5,0.0,4.0,48.0,3.0,baseline_idle_20260801_155356,baseline
5.1,0.0,3.0,48.0,3.0,baseline_idle_20260801_155356,baseline
6.0,0.0,6.0,48.0,3.0,baseline_idle_20260801_155356,baseline
